1420068888 0
1420336937 97
1421277278 239
1421282791 296
1421622039 509
1421738388 595
1421824282 624
1421830576 642
1425347466 807
1425348020 845
1427437532 868
1427683233 868
1427685192 877
1427685948 878
1427686351 879
1427686762 881
1427687112 886
1427697394 1092
1427746777 1097
1427752618 1105
1427836324 1105
1428017816 1148
1428017868 1148
1428018392 1148
1428042161 1238
1428042926 1243
1428127988 1265
1428128077 1265
1428128479 1272
1428973476 1344
1428973644 1169
1429138607 1174
1429138663 1174
1429315319 1185
1429319306 1227
1429341349 143654
1429391020 143662
1429578139 158878
1429582318 158878
1429584367 158906
1429584715 158911
1429585733 158911
1429588161 158911
1429589066 158914
1429591734 158915
1429593023 158915
1429593116 158915
1429637058 158915
1429638122 158917
1429649360 158917
1429651538 165571
1429673492 165574
1429688076 168877
1429688102 168946
1429749157 168950
1429749277 168978
1429761686 169061
1429825224 169221
1429863028 171509
1429898133 171613
1429898188 171613
1429904480 171638
1429936242 171734
1441137789 171715
1441137925 172232
1442269091 172232
1442275724 172233
1443206137 172105
1443206677 172086
1443209596 172113
1443209638 172114
1443458325 172165
1443459909 172217
1443716430 172268
1443716619 172263
1443716637 172307
1443717249 172322
1443717681 172342
1443717888 172347
1443718749 172400
1443815911 172505
1443889102 172505
1443889480 172507
1443892861 172530
1444484818 172548
1444500934 172998
1444502449 173001
1444511624 173076
1445268879 173085
1445315553 173085
